bait,bait_uniprot,prey_gene,prey_uniprot
WDR5,,NR2E3,
WDR5,,PDE9A,
WDR5,,SRRM4,
WDR5,,WWP2,
WDR5,,ZBTB48,
WDR5,,ZXDC,
WFDC13,,MEOX2,
WFDC2,,ARL13B,
WFDC2,,CD79A,
WFDC2,,COQ9,
WFDC2,,CPLX4,
WFDC2,,CREB3L1,
WFDC2,,CYB5R3,
WFDC2,,FAM209A,
WFDC2,,FKBP7,
WFDC2,,GORAB,
WFDC2,,PANX1,
WFDC2,,SLC22A23,
WFDC2,,STOM,
WFDC2,,TMX2,
WIPF2,,SORBS3,
WIPF2,,TVP23A,
WIPF2,,WASL,
WNK1,,FHL3,
YAF2,,ANP32B,
YAF2,,CAVIN1,
YAF2,,CD300LF,
YAF2,,DNAAF6,
YAF2,,EAF1,
YAF2,,IFT57,
YAF2,,INO80B,
YAF2,,LGALS7,
YAF2,,MAPRE3,
YAF2,,MARK1,
YAF2,,NUTF2,
YAF2,,PCDH17,
YAF2,,POLR3GL,
YAF2,,PPP1R11,
YAF2,,RING1,
YAF2,,RNF2,
YAF2,,SPANXN2,
YAF2,,SPANXN3,
YIF1B,,LXN,
YIPF3,,INCA1,
YIPF3,,KRTAP1-3,
YIPF3,,KRTAP10-9,
YIPF3,,KRTAP11-1,
YIPF3,,KRTAP12-2,
YIPF3,,KRTAP3-2,
YIPF3,,KRTAP9-8,
YIPF3,,TRIM42,
YIPF3,,YIPF4,
ZDHHC22,,CD79A,
ZDHHC22,,CLEC4D,
ZDHHC22,,CLSTN3,
ZDHHC22,,CREB3L1,
ZDHHC22,,FCRL2,
ZDHHC22,,FNDC9,
ZDHHC22,,GPX8,
ZDHHC22,,LDLRAD4,
ZDHHC22,,PVR,
ZDHHC22,,RPRM,
ZDHHC22,,TMEM14B,
ZDHHC22,,TMEM86B,
ZDHHC22,,TMEM88,
ZNF385C,,BOLL,
ZNF385C,,PRR20D,
ZNF385C,,RBM47,
ZNF385C,,RBPMS2,
ZNF385C,,SRSF11,
ZNF385C,,THAP1,
ZNF692,,KAT5,
ZNF763,,GADD45G,
ZNF763,,SUFU,
ZNF775,,CARD10,
ZNF775,,CEP70,
ZNF775,,CYSRT1,
ZNF775,,DVL3,
ZNF775,,FAM9A,
ZNF775,,KRTAP10-8,
ZNF775,,MTUS2,
ZNF775,,TSPYL2,
ZNF775,,ZRANB1,
ZNF786,,CCNDBP1,
ZNF786,,CYSRT1,
ZNF786,,KRTAP1-1,
ZNF786,,KRTAP1-3,
ZNF786,,KRTAP10-7,
ZNF786,,KRTAP10-8,
ZNF786,,MDFI,
ZNF786,,NOTCH2NLC,
ZNF79,,FGF12,
ZNF79,,KRT34,
ZNF79,,KRTAP10-8,
ZNF79,,KRTAP6-3,
ZNF79,,YJU2B,
ZNF79,,ZBTB24,
